counter,time,cube_pose_x,cube_pose_y,eef_pose_x,eef_pose_y,eef_pose_z,eef_vel_x,eef_vel_y,eef_vel_z,eef_pose_x_next,eef_pose_y_next,eef_pose_z_next,eef_vel_x_next,eef_vel_y_next,eef_vel_z_next
7098,785.318,0.7,-0.18,0.5672676555,-0.106116045,-0.2087196769,0.7116340083,-0.3192743221,-0.1195874682,0.6269910697,-0.1620667803,-0.1927147314,0.4968139056,-0.7428024101,0.3755022248
7099,785.417,0.7,-0.18,0.6269910697,-0.1620667803,-0.1927147314,0.4968139056,-0.7428024101,0.3755022248,0.6768170703,-0.2130802019,-0.1442771596,0.5184973206,-0.1608665953,0.5094299415
7100,785.517,0.7,-0.18,0.6768170703,-0.2130802019,-0.1442771596,0.5184973206,-0.1608665953,0.5094299415,0.7125166646,-0.1948054561,-0.1186002829,0.0890012507,0.355724045,-0.0272802802
7101,785.617,0.7,-0.18,0.7125166646,-0.1948054561,-0.1186002829,0.0890012507,0.355724045,-0.0272802802,0.7061445627,-0.1755046708,-0.1338043712,-0.1207333353,-0.0495004555,-0.1350924496
7102,785.717,0.7,-0.18,0.7061445627,-0.1755046708,-0.1338043712,-0.1207333353,-0.0495004555,-0.1350924496,0.4009547283,0.003622094,-0.1397547243,0.0118141553,-0.1152242443,0.2429922299
7103,786.429,0.6,0.1,0.4009547283,0.003622094,-0.1397547243,0.0118141553,-0.1152242443,0.2429922299,0.4741980362,-0.0018725141,-0.152828608,0.9941510133,0.3958923517,-0.1727273456
7104,786.529,0.6,0.1,0.4741980362,-0.0018725141,-0.152828608,0.9941510133,0.3958923517,-0.1727273456,0.5646922074,0.0645575603,-0.1396487211,0.6490182437,0.6101753393,0.3028134938
7105,786.631,0.6,0.1,0.5646922074,0.0645575603,-0.1396487211,0.6490182437,0.6101753393,0.3028134938,0.6049889397,0.108935784,-0.1226758005,0.0552815561,0.1678959245,-0.0708709674
7106,786.735,0.6,0.1,0.6049889397,0.108935784,-0.1226758005,0.0552815561,0.1678959245,-0.0708709674,0.3954749609,-0.0021830872,-0.14072211,0.0419606967,-0.0578320682,0.2173475831
7107,787.318,0.53,-0.05,0.3954749609,-0.0021830872,-0.14072211,0.0419606967,-0.0578320682,0.2173475831,0.4490103179,-0.0300401431,-0.1457987624,0.9455412824,-0.4138115886,0.0530981161
7108,787.418,0.53,-0.05,0.4490103179,-0.0300401431,-0.1457987624,0.9455412824,-0.4138115886,0.0530981161,0.5228183923,-0.0651848666,-0.1269429591,0.4443763358,-0.1718073452,0.1257687101
7109,787.518,0.53,-0.05,0.5228183923,-0.0651848666,-0.1269429591,0.4443763358,-0.1718073452,0.1257687101,0.3967045586,0.0014199486,-0.1378642296,0.0568625326,-0.0373213947,0.0441396033
7110,788.021,0.62,0.29,0.3967045586,0.0014199486,-0.1378642296,0.0568625326,-0.0373213947,0.0441396033,0.468258368,0.0323554115,-0.1659928342,1.1352121833,1.2696862349,-0.4087422837
7111,788.121,0.62,0.29,0.468258368,0.0323554115,-0.1659928342,1.1352121833,1.2696862349,-0.4087422837,0.5422504444,0.1710902653,-0.1826867593,0.4987355439,1.1367337952,0.1171399453
7112,788.221,0.62,0.29,0.5422504444,0.1710902653,-0.1826867593,0.4987355439,1.1367337952,0.1171399453,0.5939585893,0.2582704549,-0.1489847913,0.4566482861,0.5304808917,0.4352763287
7113,788.322,0.62,0.29,0.5939585893,0.2582704549,-0.1489847913,0.4566482861,0.5304808917,0.4352763287,0.6236625541,0.2896426334,-0.1217330326,0.1342104864,0.1650141982,0.0824413473
7114,788.422,0.62,0.29,0.6236625541,0.2896426334,-0.1217330326,0.1342104864,0.1650141982,0.0824413473,0.398573746,-0.0011135482,-0.1379251269,0.0734303437,-0.0037708944,0.113643851
7115,789.154,0.65,0.11,0.398573746,-0.0011135482,-0.1379251269,0.0734303437,-0.0037708944,0.113643851,0.4467904498,-0.0183470831,-0.1498749125,1.2084017779,-0.3481392094,-0.3307246372
7116,789.258,0.65,0.11,0.4467904498,-0.0183470831,-0.1498749125,1.2084017779,-0.3481392094,-0.3307246372,0.5584479004,0.0206223408,-0.1704049603,0.7976193174,0.6815992701,0.115563783
7117,789.355,0.65,0.11,0.5584479004,0.0206223408,-0.1704049603,0.7976193174,0.6815992701,0.115563783,0.6261819992,0.0846808432,-0.1414853986,0.5646683258,0.5478275362,0.3858082716
7118,789.462,0.65,0.11,0.6261819992,0.0846808432,-0.1414853986,0.5646683258,0.5478275362,0.3858082716,0.6581537683,0.1196769467,-0.1212829025,0.0155566372,0.0917415459,-0.0188111273
7119,789.556,0.65,0.11,0.6581537683,0.1196769467,-0.1212829025,0.0155566372,0.0917415459,-0.0188111273,0.3976490798,-0.001635946,-0.1383488774,0.0267253141,-0.0640909303,0.2339480531
7120,790.334,0.63,0.06,0.3976490798,-0.001635946,-0.1383488774,0.0267253141,-0.0640909303,0.2339480531,0.4878887975,-0.0330341673,-0.1571361968,1.0751559165,-0.0421429439,-0.2365790557
7121,790.434,0.63,0.06,0.4878887975,-0.0330341673,-0.1571361968,1.0751559165,-0.0421429439,-0.2365790557,0.5696922038,-0.0038532837,-0.1549479907,0.7768992821,0.5299227447,0.2346147193
7122,790.534,0.63,0.06,0.5696922038,-0.0038532837,-0.1549479907,0.7768992821,0.5299227447,0.2346147193,0.6273376205,0.0427089332,-0.1273164763,0.4446747127,0.4277783574,0.2578385909
7123,790.637,0.63,0.06,0.6273376205,0.0427089332,-0.1273164763,0.4446747127,0.4277783574,0.2578385909,0.6421912691,0.067218357,-0.1248020989,-0.1280173685,-0.0041742877,-0.14861075
7124,790.735,0.63,0.06,0.6421912691,0.067218357,-0.1248020989,-0.1280173685,-0.0041742877,-0.14861075,0.3966535335,-0.0013774412,-0.1403011512,0.0350626699,-0.0730884557,0.2450613768
7125,791.317,0.71,0.02,0.3966535335,-0.0013774412,-0.1403011512,0.0350626699,-0.0730884557,0.2450613768,0.4927519513,-0.0506985019,-0.1558619856,1.3601840136,-0.404509876,-0.3620647645
7126,791.421,0.71,0.02,0.4927519513,-0.0506985019,-0.1558619856,1.3601840136,-0.404509876,-0.3620647645,0.5918372317,-0.0580898899,-0.1829471181,0.7515937731,0.1438710253,0.0033830451
7127,791.518,0.71,0.02,0.5918372317,-0.0580898899,-0.1829471181,0.7515937731,0.1438710253,0.0033830451,0.6622893158,-0.026133569,-0.1593038681,0.6584617556,0.4247161029,0.4154069517
